"etnia","partidos","idade_recod","escolaridade","renda","temp_fil","horas","inf_part","inf_pais","inf_voto","mot_cand","mot_asso","mot_amiz","mot_carg","mot_cesp","mot_convic","mot_conviv","mot_emp","mot_opos","mot_reli","mot_trad","pos_ideol","pos_ideol_part","Part_rej","Part_tol","atvc_reuniao","atvc_comicio","atvc_convencao","atvc_eldir","atvc_panfl","atvc_adm","atvc_recrt","atvc_del","atvc_cand","atvc_internet","atvc_rua","estado"
"1083",1,"PV",71,0,NA,38,0,1,0,1,1,1,0,NA,1,1,1,0,0,0,1,NA,NA,NA,NA,"1","1","1",NA,"1",NA,"1",NA,NA,"1","1",19
"1084",1,"PL",52,1,NA,21,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,7,"5",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"1085",1,"PDT",60,1,2,38,0,1,0,1,0,0,0,0,0,1,0,0,0,NA,0,5,"9","PT","1","1","1","1","1","1","1","1","1","1",NA,"1",8
"1086",1,"PP",42,1,NA,25,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"1087",0,NA,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088",0,"PSC",35,0,NA,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"1089",1,"PP",55,NA,2,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,"10","PT","1","1",NA,"1","1",NA,"1","1",NA,"1",NA,NA,9
"1090",1,"PP",55,1,NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"1091",0,"PL",39,0,NA,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"1092",0,NA,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093",1,"MDB",66,1,3,46,1,0,0,0,1,1,0,0,NA,1,1,0,0,0,0,5,"5",NA,"2","1","1","1","1",NA,"1","1","1","1",NA,NA,25
"1094",1,"PP",61,0,2,10,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,7,"5",NA,"1","1",NA,"1","1","1","1","1",NA,"1",NA,NA,21
"1095",1,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096",1,"PP",54,1,NA,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"1097",1,"MDB",40,1,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,6,"6",NA,"2","1",NA,NA,"1",NA,NA,"1",NA,"1",NA,NA,12
"1098",0,"PDT",63,1,3,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,5,"10","PT","1","1","1",NA,"1",NA,NA,"1","1","1","1","1",20
"1099",0,"PL",44,1,2,16,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,6,"6","PT","1","1","1","1","1","1",NA,"1",NA,"1",NA,"1",5
"1100",0,"PP",63,1,NA,39,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"1101",0,"PSD",60,1,NA,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"1102",1,"PSDB",37,1,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"1103",0,"PL",54,1,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,"10","PT","1","1","1","1","1","1","1","1","1","1","1","1",14
"1104",1,"MDB",45,1,2,16,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,3,"3",NA,"1","1",NA,"1","1",NA,"1","1",NA,NA,NA,NA,16
"1105",0,"PSL",75,1,NA,44,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"1106",1,"PDT",45,1,2,25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,"8","PT","1","1","1","1","1","1",NA,"1","1","1",NA,NA,21
"1107",1,"PP",40,0,NA,20,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"1108",0,"PCdoB",61,0,1,35,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,2,"2",NA,"1","1","1","1","1","1",NA,"1","1","1","1","1",16
"1109",1,"MDB",51,1,2,30,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,"10","PT","1","1","1","1","1","1","1","1","1","1","1","1",9
"1110",1,"PDT",53,1,NA,18,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"1111",1,"MDB",39,1,NA,NA,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,"1","1","1","1","1",NA,NA,NA,"1",NA,"1",18
"1112",0,"SOLIDARIEDADE",66,0,1,27,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,5,"5",NA,"2","1","1","1","1",NA,"1","1","1","1","1","1",17
"1113",0,"MDB",38,1,2,12,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,5,"10",NA,"2","1","1",NA,NA,NA,NA,NA,"1","1",NA,NA,18
"1114",0,"MDB",55,1,1,35,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,5,"5",NA,"1","1","1","1","1","1","1","1","1","1","1","1",21
"1115",0,"PSB",56,0,NA,41,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,NA,NA,NA,NA,"1","1","1","1",NA,NA,"1",NA,NA,NA,NA,25
"1116",0,NA,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"1117",0,NA,36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118",1,NA,65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119",0,"MDB",58,1,3,40,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,9,"9","PT","1","1",NA,"1","1","1",NA,"1",NA,"1",NA,NA,13
"1120",1,"MDB",72,1,3,54,0,1,0,1,0,0,NA,NA,1,0,1,NA,0,0,0,8,"8","PT","1","1","1","1","1",NA,"1","1",NA,"1",NA,NA,16
"1121",1,"MDB",36,1,NA,8,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,"1","1","1","1",NA,NA,"1","1","1",NA,NA,25
"1122",NA,NA,66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123",0,NA,67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124",0,"MDB",36,0,2,NA,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,5,NA,"PT","1","1","1","1","1","1","1","1",NA,"1","1","1",21
"1125",1,"MDB",59,0,1,40,0,0,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,"6",NA,"2","1","1","1",NA,NA,NA,NA,"1",NA,NA,NA,25
"1126",0,"PT",51,0,1,16,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,"1",NA,"1","1",NA,NA,"1",NA,NA,"1",NA,"1",NA,NA,5
"1127",1,"PSD",40,1,NA,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"1128",1,"PL",44,1,1,10,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,10,"10","PT","1","1",NA,NA,NA,"1","1","1",NA,"1",NA,NA,24
"1129",0,NA,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"1130",1,"MDB",45,1,1,9,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,8,"7","PT","1","1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,24
"1131",0,NA,66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132",0,NA,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133",1,"PL",39,1,NA,9,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,NA,NA,NA,NA,"1","1","1","1","1","1","1",NA,"1","1","1",24
"1134",1,"PDT",64,1,NA,3,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,NA,NA,NA,"1","1",NA,"1","1","1","1",NA,NA,"1","1",NA,25
"1135",NA,"PDT",NA,NA,NA,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,9
"1136",1,NA,59,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137",0,"MDB",31,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"1138",1,"MDB",52,1,1,31,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5,"10","PT","1","1","1","1","1","1","1","1","1",NA,"1","1",24
"1139",1,"PP",64,1,1,25,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,9,"9","PT","1","1",NA,"1","1",NA,"1","1",NA,NA,"1",NA,21
"1140",1,"MDB",49,1,3,21,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,5,"5",NA,"2","1","1","1","1","1","1","1",NA,NA,NA,"1",24
"1141",1,"PDT",73,1,2,40,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5,"5",NA,"2","1","1","1","1",NA,NA,NA,NA,"1",NA,NA,21
"1142",1,"PP",49,0,NA,20,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"1143",1,"MDB",62,0,NA,41,0,0,0,0,1,0,NA,0,1,1,1,0,0,0,1,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,13
"1144",0,"DEM",48,1,NA,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"1145",1,"PL",52,1,NA,NA,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,20
"1146",1,"PTB",56,1,NA,22,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"1147",1,"PP",NA,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,"10","PT","1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,11
"1148",1,"MDB",66,1,NA,20,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"1149",0,"PSB",51,0,NA,24,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"1150",1,NA,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1151",1,"PROS",54,0,NA,30,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"1152",0,"PP",39,1,NA,23,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,27
"1153",1,"PP",62,1,NA,40,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"1154",0,NA,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"1155",1,NA,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156",1,"MDB",62,0,1,40,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,5,"5","PT","1","1",NA,"1","1",NA,NA,"1",NA,"1",NA,"1",21
"1157",1,NA,36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"1158",0,"MDB",36,1,NA,18,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1",27
"1159",0,"PL",56,1,NA,33,0,NA,NA,NA,1,1,0,0,1,1,1,0,0,0,1,NA,NA,NA,NA,"1","1","1","1","1",NA,"1","1","1",NA,"1",5
"1160",0,"PP",44,0,1,14,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,9,"9",NA,"2","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,16
"1161",1,"MDB",40,1,NA,13,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,"1",NA,"1","1","1","1","1",NA,"1","1","1",16
"1162",1,"PDT",59,1,3,21,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,"5",NA,"2","1","1","1",NA,NA,NA,"1","1","1",NA,NA,19
"1163",0,NA,49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164",0,"PP",39,1,NA,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"1165",1,"PCdoB",40,1,1,9,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,"10","PT","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"1166",1,NA,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167",1,NA,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168",1,NA,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"1169",1,"PL",44,1,1,17,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,10,"10","PT","1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,24
"1170",0,NA,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1171",0,"MDB",61,0,NA,43,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,NA,NA,NA,NA,"1","1",NA,"1",NA,"1","1",NA,"1",NA,NA,13
"1172",1,"PSL",56,1,NA,36,0,1,1,1,NA,1,NA,0,1,1,1,0,0,1,0,8,"7",NA,"3","1","1","1","1","1","1","1","1","1","1","1",17
"1173",1,"PP",35,1,NA,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"1174",0,"SOLIDARIEDADE",48,1,2,30,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5,"5",NA,"3","1","1","1","1","1",NA,"1","1","1","1","1",13
"1175",1,"PT",43,1,1,21,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,"1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,"1",NA
"1176",1,"PTC",46,1,2,18,0,1,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,12,"12","PT","1","1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,5
"1177",1,NA,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178",1,"REPUBLICANOS",65,0,3,10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,8,"10","PT","1","1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,16
"1179",0,NA,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"1180",0,NA,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"1181",0,"PODE",52,0,NA,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"1182",0,"PCdoB",52,1,3,16,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,"1",NA,"2","1","1","1","1","1","1","1","1","1",NA,"1",5
"1183",1,"PDT",27,1,3,9,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,"2",NA,"1","1","1","1","1","1","1","1","1","1","1","1",16
"1184",0,"NOVO",48,1,2,5,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,8,"8","PT","1","1",NA,"1","1","1","1","1",NA,NA,"1","1",12
"1185",0,"PROS",50,1,1,6,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,10,"1","PT","1","1",NA,NA,NA,"1",NA,"1",NA,"1",NA,"1",23
"1186",0,NA,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187",1,"PT",62,0,NA,32,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"1188",0,"PCdoB",43,0,NA,17,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1189",1,"PV",41,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"1190",1,"PV",32,0,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"1191",0,"REPUBLICANOS",62,0,3,32,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,10,"4",NA,"1","1","1","1","1",NA,"1","1","1","1",NA,"1",20
"1192",1,"SOLIDARIEDADE",50,1,2,3,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,5,"9","PT","1","1",NA,"1","1","1","1","1",NA,NA,"1","1",25
"1193",1,"MDB",48,0,NA,9,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,"2","1",NA,"1","1","1",NA,NA,"1","1",NA,NA,14
"1194",0,NA,58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1195",1,"REPUBLICANOS",64,1,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"1196",1,"DEM",33,1,2,15,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,8,"8","PT","1","1","1","1","1","1","1","1","1",NA,"1","1",13
"1197",1,"REPUBLICANOS",37,1,1,17,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,8,"8","PT","1","1","1","1","1","1","1","1",NA,"1","1","1",25
"1198",0,"PROS",39,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"4",NA,"2","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,18
"1199",1,NA,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200",1,NA,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"1201",1,"CIDADANIA",33,1,NA,12,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,"1","1","1","1",NA,"1","1",NA,NA,NA,NA,20
"1202",0,"PV",33,1,1,12,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,5,"3",NA,"1","1","1","1","1","1","1","1",NA,"1","1","1",6
"1203",1,"PSC",52,1,NA,35,1,1,1,1,0,0,0,NA,1,1,1,0,0,1,0,NA,NA,NA,NA,"1",NA,"1","1",NA,"1",NA,NA,NA,NA,"1",9
"1204",0,"PCdoB",51,0,1,12,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,4,"2",NA,"3","1","1","1","1",NA,NA,NA,"1","1","1","1",5
"1205",1,"PSL",43,0,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"1206",1,"PRTB",64,1,2,10,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,8,"6",NA,"2","1","1","1",NA,NA,"1","1",NA,"1",NA,"1",10
"1207",0,"PATRIOTA",37,1,1,13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8,"5",NA,"2","1","1","1",NA,NA,NA,"1",NA,"1",NA,NA,26
"1208",1,"PSD",61,1,1,33,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,8,"8","PT","1","1","1",NA,"1",NA,NA,NA,"1",NA,NA,NA,25
"1209",0,"SOLIDARIEDADE",53,1,1,26,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,"3","PT","1",NA,"1",NA,NA,"1",NA,"1","1","1",NA,NA,9
"1210",1,NA,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"1211",1,"PSC",36,0,1,10,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,10,"1",NA,"2","1","1","1","1","1",NA,"1",NA,"1","1","1",17
"1212",0,"REPUBLICANOS",31,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,"2",NA,"1","1","1","1",NA,NA,NA,"1",NA,"1",NA,NA,13
"1213",0,NA,62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"1214",0,"AVANTE",54,1,NA,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"1215",1,"PSD",61,1,2,NA,0,NA,1,0,1,0,1,0,1,1,1,0,0,0,1,10,"10","PT","1","1",NA,NA,"1",NA,NA,"1",NA,"1",NA,NA,13
"1216",NA,"PSOL",64,0,NA,36,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217",1,"PT",56,0,1,24,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,"1",NA,"1","1","1","1","1","1",NA,"1","1","1",NA,"1",13
"1218",0,NA,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219",1,NA,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
