"etnia","partidos","idade_recod","escolaridade","renda","temp_fil","horas","inf_part","inf_pais","inf_voto","mot_cand","mot_asso","mot_amiz","mot_carg","mot_cesp","mot_convic","mot_conviv","mot_emp","mot_opos","mot_reli","mot_trad","pos_ideol","pos_ideol_part","Part_rej","Part_tol","atvc_reuniao","atvc_comicio","atvc_convencao","atvc_eldir","atvc_panfl","atvc_adm","atvc_recrt","atvc_del","atvc_cand","atvc_internet","atvc_rua","estado"
"1429",1,"MDB",65,1,NA,33,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"1430",1,"PDT",64,0,NA,31,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,"5",NA,"1","1","1","1","1","1","1","1","1","1",NA,"1",21
"1431",1,"PSOL",36,1,1,10,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,2,"1",NA,"1","1","1","1","1","1",NA,"1","1","1","1","1",25
"1432",1,NA,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433",0,"PV",69,1,NA,38,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1434",1,"PATRIOTA",52,0,NA,8,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"1435",1,"PV",34,1,1,NA,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,5,"5",NA,"1","1","1","1",NA,NA,NA,NA,NA,NA,"1","1",25
"1436",0,"PSC",50,1,2,22,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,10,"10","PT","1","1","1",NA,"1","1","1","1","1",NA,NA,"1",8
"1437",1,"MDB",71,0,NA,51,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,10,"10","PT","1","1","1","1","1","1","1","1","1","1","1","1",13
"1438",NA,"DEM",NA,NA,NA,20,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"1439",1,"PDT",62,1,1,44,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,5,"5","PT","1","1","1","1","1","1","1","1",NA,"1","1","1",21
"1440",0,"PODE",41,0,2,23,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,5,"5",NA,"1","1","1","1","1","1","1","1","1","1","1","1",19
"1441",1,NA,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442",0,NA,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443",0,"PROS",46,1,NA,9,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"1444",0,"PV",37,1,NA,6,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,"1",NA,NA,"1",NA,6
"1445",1,"PSD",42,0,NA,8,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"1446",1,NA,62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447",0,"AVANTE",45,1,NA,20,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"1448",0,"PV",45,1,2,10,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,10,"10","PT","1",NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,13
"1449",0,"PROS",36,1,2,12,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,5,"7",NA,"2","1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,9
"1450",1,"PL",60,1,NA,20,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"1451",0,"PSD",37,1,2,14,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,5,"4",NA,"1","1","1",NA,"1",NA,NA,"1",NA,"1",NA,NA,17
"1452",0,NA,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1453",1,NA,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454",0,"CIDADANIA",39,1,2,15,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"5",NA,"3","1","1","1","1","1","1","1","1","1","1",NA,13
"1455",1,NA,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1456",0,"PSOL",35,1,NA,18,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"1457",1,"PSC",45,1,2,24,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,10,"10","PT","1","1","1","1",NA,NA,"1","1",NA,NA,"1",NA,27
"1458",0,"PSD",52,1,1,18,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,6,"8","PT","1","1","1","1","1","1",NA,"1",NA,"1",NA,NA,5
"1459",1,"PV",59,1,1,13,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,3,"3",NA,"3","1","1",NA,"1","1","1","1",NA,"1",NA,"1",17
"1460",0,"PSC",42,1,1,16,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,5,"5",NA,"1","1","1","1",NA,NA,NA,"1",NA,NA,NA,NA,5
"1461",0,"PSOL",35,1,2,12,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,"3",NA,"1","1","1","1","1","1","1","1","1","1","1","1",10
"1462",1,NA,68,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463",1,"PV",57,1,2,28,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,5,"4","PT","1","1","1","1","1",NA,NA,NA,NA,"1",NA,NA,25
"1464",1,"REPUBLICANOS",42,1,2,20,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,10,"10","PT","1","1",NA,"1","1",NA,"1","1","1","1",NA,NA,13
"1465",0,"DEM",66,1,3,NA,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,10,"5",NA,"3","1","1","1","1",NA,NA,"1",NA,NA,NA,NA,14
"1466",1,"PROS",52,0,1,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,"5","PT","1","1",NA,"1","1",NA,NA,NA,NA,"1",NA,NA,8
"1467",0,"PRTB",50,0,1,13,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,"6","PT","1","1","1","1","1",NA,"1","1","1","1","1","1",17
"1468",1,NA,66,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469",1,"PODE",32,1,1,8,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,8,"7","PT","1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,25
"1470",0,"REPUBLICANOS",45,0,NA,18,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,NA,6
"1471",0,"PMN",53,0,1,16,1,NA,1,1,1,1,0,1,0,0,1,0,0,1,1,4,"5",NA,"2","1","1","1","1",NA,"1","1","1",NA,NA,"1",10
"1472",1,"PSDB",74,1,1,14,1,0,1,0,1,0,0,0,1,NA,0,0,0,0,0,4,"8","PT","1","1","1","1","1","1","1","1","1","1","1","1",25
"1473",1,"PSC",61,1,2,28,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,10,"10","PT","1","1",NA,NA,"1","1","1","1",NA,"1","1","1",13
"1474",1,NA,66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"1475",1,"PSC",50,1,2,18,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,5,"5","PT","1",NA,NA,NA,NA,NA,"1","1",NA,"1",NA,NA,25
"1476",1,"PV",40,0,NA,18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1",NA,NA,5
"1477",0,"PSD",45,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"6","PT","1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,18
"1478",0,"PROS",59,0,1,33,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,7,"1",NA,"2",NA,"1",NA,NA,NA,NA,"1",NA,"1",NA,NA,9
"1479",1,NA,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480",1,"PSL",33,0,1,16,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,10,"10","PT","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"1481",1,"PV",65,1,3,30,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,4,"4",NA,"2","1","1","1",NA,NA,"1","1","1","1",NA,"1",25
"1482",1,"PSD",45,1,NA,8,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"1483",0,"PV",68,0,3,36,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,5,"4","PT","1","1","1","1","1",NA,NA,"1","1","1",NA,NA,5
"1484",0,"CIDADANIA",47,0,1,25,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,"10","PT","1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,2
"1485",1,NA,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486",0,"PSD",50,1,2,32,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,"5","PT","1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,11
"1487",1,"PSD",42,0,1,20,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,7,"7",NA,"1","1",NA,"1","1",NA,"1","1","1","1","1",NA,17
"1488",0,"PATRIOTA",NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"1489",1,NA,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490",1,"PTB",51,0,NA,19,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"1491",1,"PSD",70,0,NA,35,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,6,"7","PT","1",NA,NA,"1",NA,NA,NA,"1","1","1",NA,NA,13
"1492",0,"DEM",42,1,3,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,5,"10","PT","1","1","1",NA,NA,NA,NA,NA,NA,"1",NA,NA,5
"1493",0,"CIDADANIA",48,0,NA,12,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"1494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495",1,"PSOL",75,1,2,41,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1",13
"1496",1,"PSC",60,1,3,30,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,10,"10","PT","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",13
"1497",0,"AVANTE",45,0,NA,5,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,NA,NA,NA,NA,"1",NA,"1","1","1","1","1","1","1","1",NA,25
"1498",1,NA,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1499",1,NA,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"1500",1,"PROS",46,0,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"1501",0,"PODE",48,1,1,24,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,12,"5","PT","1","1","1","1","1","1","1","1","1","1","1","1",21
"1502",1,NA,77,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1503",1,"MDB",57,1,NA,24,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1",25
"1504",0,"PSD",36,0,NA,5,1,0,0,1,1,0,1,1,1,NA,1,1,0,1,0,NA,NA,NA,NA,"1","1","1","1","1",NA,"1",NA,"1","1","1",5
"1505",0,"PATRIOTA",37,1,2,17,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,7,"5","PT","1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,13
"1506",1,"PV",44,1,NA,NA,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,13
"1507",0,"PRTB",47,1,NA,15,0,NA,NA,NA,1,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,"1",NA,"1","1","1",NA,"1","1","1",NA,NA,10
"1508",0,"PT",65,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"1509",1,"PRTB",48,0,NA,20,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,NA,NA,NA,"2",NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,8
"1510",0,"PL",50,0,NA,20,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"1511",1,"PSD",47,1,3,NA,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,4,"3",NA,"1","1","1","1","1","1",NA,"1","1","1","1","1",5
"1512",1,NA,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513",1,NA,34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1514",1,NA,64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1515",1,"DEM",45,1,1,17,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,5,"5",NA,"2","1","1","1","1","1","1","1","1","1","1",NA,13
"1516",1,"PL",49,0,3,12,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,5,"7","PT","1",NA,"1","1","1","1","1","1",NA,"1","1","1",13
"1517",0,"PODE",53,1,1,20,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,7,"6",NA,"2",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,13
"1518",0,"PSOL",54,1,NA,5,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"1519",0,"PSC",38,0,NA,NA,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,18
"1520",1,"PATRIOTA",54,1,2,12,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,10,"10","PT","1","1","1","1",NA,NA,"1","1","1",NA,"1",NA,2
"1521",1,"PV",55,0,1,32,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,12,"12","PT","1","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,25
"1522",0,"PSOL",39,1,1,13,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,"1",NA,"1","1","1",NA,"1","1","1","1",NA,NA,"1","1",24
"1523",1,NA,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"1524",1,"PATRIOTA",42,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"1525",0,"MDB",37,0,NA,14,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"1526",1,"PRTB",53,0,3,NA,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,10,"10","PT","1","1",NA,"1",NA,NA,NA,"1",NA,NA,"1",NA,16
"1527",0,"PSOL",35,1,NA,22,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,"1","1","1","1","1","1","1","1",NA,"1","1",5
"1528",0,"PRTB",49,1,NA,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1529",0,"AVANTE",41,0,NA,23,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,10,"10",NA,"1","1","1","1","1",NA,NA,"1",NA,"1",NA,NA,5
"1530",1,"PSOL",48,1,2,28,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,3,"1",NA,"1","1","1","1","1","1","1","1","1",NA,"1","1",5
"1531",1,"PSC",50,0,NA,16,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"1532",0,"PRTB",35,0,1,16,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,7,"8","PT","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"1533",1,"PTB",65,0,NA,45,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,"1",NA,"1",NA,"1",5
"1534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1535",1,"MDB",33,1,3,9,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,5,"4",NA,"2","1","1","1","1","1","1","1",NA,"1","1","1",25
"1536",0,"PSD",56,1,NA,32,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,"1","1","1","1",NA,NA,NA,"1","1","1",NA,5
"1537",1,"PDT",50,0,NA,22,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,NA,NA,NA,"1","1","1","1","1",NA,NA,"1",NA,NA,NA,NA,5
"1538",1,"PV",42,0,1,NA,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5,"9","PT","1","1","1","1",NA,"1",NA,"1",NA,NA,NA,NA,25
"1539",1,"PDT",51,0,NA,30,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1",NA,"1","1",NA,"1",NA,"1",21
"1540",0,"PROS",47,1,2,NA,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,6,"3",NA,"2","1","1","1",NA,"1",NA,"1","1",NA,"1",NA,9
"1541",0,"PODE",28,1,1,5,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,6,"4",NA,"1","1","1","1",NA,"1","1","1",NA,"1","1",NA,2
"1542",0,"SOLIDARIEDADE",32,0,2,8,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,5,"5","PT","1","1","1","1","1","1","1","1","1",NA,"1","1",20
"1543",1,"PTC",61,0,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1544",1,NA,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1545",0,NA,59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1546",1,"REPUBLICANOS",35,0,1,13,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,10,"10","PT","1","1","1","1","1","1","1","1","1","1","1",NA,13
"1547",1,"PATRIOTA",32,1,NA,4,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,"1",NA,13
"1548",0,NA,118,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1549",1,"PSD",61,1,1,15,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,8,"8","PT","1","1","1","1","1",NA,NA,"1","1","1",NA,NA,24
"1550",1,NA,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1551",1,"PSOL",46,1,1,16,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,"2",NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,5
"1552",0,"PV",57,1,3,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,"9",NA,"3","1","1","1","1","1","1","1",NA,"1","1","1",16
"1553",0,NA,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"1554",0,NA,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1555",0,NA,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1556",1,NA,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1557",0,"PSDB",50,0,1,22,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,8,"10","PT","1","1","1","1","1","1","1","1","1",NA,"1","1",9
"1558",1,"PV",39,1,2,20,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,7,"5","PT","1","1",NA,"1","1","1","1",NA,NA,"1","1",NA,25
"1559",1,"PP",33,1,NA,5,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"1560",0,NA,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1561",1,NA,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1562",NA,"PSOL",37,1,NA,4,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"1563",1,NA,62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1564",1,"PSOL",29,1,NA,NA,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1",14
"1565",0,"PV",52,1,3,14,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,4,"6","PT","1","1","1","1","1","1","1","1","1","1","1","1",9
"1566",1,"PV",62,1,NA,38,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,"1",NA,"1","1","1",NA,"1","1","1","1","1",25
